Code,Full Description,Class,Approach
0SW30AZ,"Revision of Interbody Fusion Device in Lumbosacral Joint, Open Approach",spineFusion,Open Approach
0SW334Z,"Revision of Internal Fixation Device in Lumbosacral Joint, Percutaneous Approach",spineFusion,Percutaneous Approach
0SW33AZ,"Revision of Interbody Fusion Device in Lumbosacral Joint, Percutaneous Approach",spineFusion,Percutaneous Approach
0SW344Z,"Revision of Internal Fixation Device in Lumbosacral Joint, Percutaneous Endoscopic Approach",spineFusion,Percutaneous Endoscopic Approach
0SW34AZ,"Revision of Interbody Fusion Device in Lumbosacral Joint, Percutaneous Endoscopic Approach",spineFusion,Percutaneous Endoscopic Approach
0SW3X4Z,"Revision of Internal Fixation Device in Lumbosacral Joint, External Approach",spineFusion,External Approach
0SW3XAZ,"Revision of Interbody Fusion Device in Lumbosacral Joint, External Approach",spineFusion,External Approach
XRG0092,"Fusion of Occipital-cervical Joint using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",spineFusion,Open Approach
XRG00F3,"Fusion of Occipital-cervical Joint using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",spineFusion,Open Approach
XRG1092,"Fusion of Cervical Vertebral Joint using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",spineFusion,Open Approach
XRG10F3,"Fusion of Cervical Vertebral Joint using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",spineFusion,Open Approach
XRG2092,"Fusion of 2 or more Cervical Vertebral Joints using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",spineFusion,Open Approach
XRG20F3,"Fusion of 2 or more Cervical Vertebral Joints using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",spineFusion,Open Approach
XRG4092,"Fusion of Cervicothoracic Vertebral Joint using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",spineFusion,Open Approach
XRG40F3,"Fusion of Cervicothoracic Vertebral Joint using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",spineFusion,Open Approach
XRG6092,"Fusion of Thoracic Vertebral Joint using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",spineFusion,Open Approach
XRG60F3,"Fusion of Thoracic Vertebral Joint using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",spineFusion,Open Approach
XRG7092,"Fusion of 2 to 7 Thoracic Vertebral Joints using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",spineFusion,Open Approach
XRG70F3,"Fusion of 2 to 7 Thoracic Vertebral Joints using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",spineFusion,Open Approach
XRG8092,"Fusion of 8 or more Thoracic Vertebral Joints using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",spineFusion,Open Approach
XRG80F3,"Fusion of 8 or more Thoracic Vertebral Joints using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",spineFusion,Open Approach
XRGA092,"Fusion of Thoracolumbar Vertebral Joint using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",spineFusion,Open Approach
XRGA0EA,"Fusion of Thoracolumbar Vertebral Joint using Facet Joint Fusion Device, Paired Titanium Cages, Open Approach, New Technology Group 10",spineFusion,Open Approach
XRGA0F3,"Fusion of Thoracolumbar Vertebral Joint using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",spineFusion,Open Approach
XRGA0R7,"Fusion of Thoracolumbar Vertebral Joint using Custom-Made Anatomically Designed Interbody Fusion Device, Open Approach, New Technology Group 7",spineFusion,Open Approach
XRGA3R7,"Fusion of Thoracolumbar Vertebral Joint using Custom-Made Anatomically Designed Interbody Fusion Device, Percutaneous Approach, New Technology Group 7",spineFusion,Percutaneous Approach
XRGA4R7,"Fusion of Thoracolumbar Vertebral Joint using Custom-Made Anatomically Designed Interbody Fusion Device, Percutaneous Endoscopic Approach, New Technology Group 7",spineFusion,Percutaneous Endoscopic Approach
XRGB092,"Fusion of Lumbar Vertebral Joint using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",spineFusion,Open Approach
XRGB0EA,"Fusion of Lumbar Vertebral Joint using Facet Joint Fusion Device, Paired Titanium Cages, Open Approach, New Technology Group 10",spineFusion,Open Approach
XRGB0F3,"Fusion of Lumbar Vertebral Joint using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",spineFusion,Open Approach
XRGB0R7,"Fusion of Lumbar Vertebral Joint using Custom-Made Anatomically Designed Interbody Fusion Device, Open Approach, New Technology Group 7",spineFusion,Open Approach
XRGB3R7,"Fusion of Lumbar Vertebral Joint using Custom-Made Anatomically Designed Interbody Fusion Device, Percutaneous Approach, New Technology Group 7",spineFusion,Percutaneous Approach
XRGB4R7,"Fusion of Lumbar Vertebral Joint using Custom-Made Anatomically Designed Interbody Fusion Device, Percutaneous Endoscopic Approach, New Technology Group 7",spineFusion,Percutaneous Endoscopic Approach
XRGC092,"Fusion of 2 or more Lumbar Vertebral Joints using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",spineFusion,Open Approach
XRGC0EA,"Fusion of 2 or more Lumbar Vertebral Joints using Facet Joint Fusion Device, Paired Titanium Cages, Open Approach, New Technology Group 10",spineFusion,Open Approach
XRGC0F3,"Fusion of 2 or more Lumbar Vertebral Joints using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",spineFusion,Open Approach
XRGC0R7,"Fusion of 2 or more Lumbar Vertebral Joints using Custom-Made Anatomically Designed Interbody Fusion Device, Open Approach, New Technology Group 7",spineFusion,Open Approach
XRGC3R7,"Fusion of 2 or more Lumbar Vertebral Joints using Custom-Made Anatomically Designed Interbody Fusion Device, Percutaneous Approach, New Technology Group 7",spineFusion,Percutaneous Approach
XRGC4R7,"Fusion of 2 or more Lumbar Vertebral Joints using Custom-Made Anatomically Designed Interbody Fusion Device, Percutaneous Endoscopic Approach, New Technology Group 7",spineFusion,Percutaneous Endoscopic Approach
XRGD092,"Fusion of Lumbosacral Joint using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",spineFusion,Open Approach
XRGD0EA,"Fusion of Lumbosacral Joint using Facet Joint Fusion Device, Paired Titanium Cages, Open Approach, New Technology Group 10",spineFusion,Open Approach
XRGD0F3,"Fusion of Lumbosacral Joint using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",spineFusion,Open Approach
XRGD0R7,"Fusion of Lumbosacral Joint using Custom-Made Anatomically Designed Interbody Fusion Device, Open Approach, New Technology Group 7",spineFusion,Open Approach
XRGD3R7,"Fusion of Lumbosacral Joint using Custom-Made Anatomically Designed Interbody Fusion Device, Percutaneous Approach, New Technology Group 7",spineFusion,Percutaneous Approach
XRGD4R7,"Fusion of Lumbosacral Joint using Custom-Made Anatomically Designed Interbody Fusion Device, Percutaneous Endoscopic Approach, New Technology Group 7",spineFusion,Percutaneous Endoscopic Approach
XRH60FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Thoracic Vertebral Joint, Open Approach, New Technology Group 10",spineFusion,Open Approach
XRH63FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Thoracic Vertebral Joint, Percutaneous Approach, New Technology Group 10",spineFusion,Percutaneous Approach
XRH64FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Thoracic Vertebral Joint, Percutaneous Endoscopic Approach, New Technology Group 10",spineFusion,Percutaneous Endoscopic Approach
XRH70FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into 2 to 7 Thoracic Vertebral Joints, Open Approach, New Technology Group 10",spineFusion,Open Approach
XRH73FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into 2 to 7 Thoracic Vertebral Joints, Percutaneous Approach, New Technology Group 10",spineFusion,Percutaneous Approach
XRH74FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into 2 to 7 Thoracic Vertebral Joints, Percutaneous Endoscopic Approach, New Technology Group 10",spineFusion,Percutaneous Endoscopic Approach
XRH80FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into 8 or more Thoracic Vertebral Joints, Open Approach, New Technology Group 10",spineFusion,Open Approach
XRH83FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into 8 or more Thoracic Vertebral Joints, Percutaneous Approach, New Technology Group 10",spineFusion,Percutaneous Approach
XRH84FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into 8 or more Thoracic Vertebral Joints, Percutaneous Endoscopic Approach, New Technology Group 10",spineFusion,Percutaneous Endoscopic Approach
XRHA0FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Open Approach, New Technology Group 10",spineFusion,Open Approach
XRHA3FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Percutaneous Approach, New Technology Group 10",spineFusion,Percutaneous Approach
XRHA4FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Percutaneous Endoscopic Approach, New Technology Group 10",spineFusion,Percutaneous Endoscopic Approach
XRHB0FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Lumbar Vertebral Joint, Open Approach, New Technology Group 10",spineFusion,Open Approach
XRHB3FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Lumbar Vertebral Joint, Percutaneous Approach, New Technology Group 10",spineFusion,Percutaneous Approach
XRHB4FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Lumbar Vertebral Joint, Percutaneous Endoscopic Approach, New Technology Group 10",spineFusion,Percutaneous Endoscopic Approach
XRHC0FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into 2 or more Lumbar Vertebral Joints, Open Approach, New Technology Group 10",spineFusion,Open Approach
XRHC3FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into 2 or more Lumbar Vertebral Joints, Percutaneous Approach, New Technology Group 10",spineFusion,Percutaneous Approach
XRHC4FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into 2 or more Lumbar Vertebral Joints, Percutaneous Endoscopic Approach, New Technology Group 10",spineFusion,Percutaneous Endoscopic Approach
XRHD0FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Lumbosacral Joint, Open Approach, New Technology Group 10",spineFusion,Open Approach
XRHD3FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Lumbosacral Joint, Percutaneous Approach, New Technology Group 10",spineFusion,Percutaneous Approach
XRHD4FA,"Insertion of Pedicle Based Carbon/PEEK Spinal Stabilization Device into Lumbosacral Joint, Percutaneous Endoscopic Approach, New Technology Group 10",spineFusion,Percutaneous Endoscopic Approach
0G5G0Z3,"Destruction of Left Thyroid Gland Lobe using Laser Interstitial Thermal Therapy, Open Approach",thyroid,Open Approach
0G5G0ZZ,"Destruction of Left Thyroid Gland Lobe, Open Approach",thyroid,Open Approach
0G5G3Z3,"Destruction of Left Thyroid Gland Lobe using Laser Interstitial Thermal Therapy, Percutaneous Approach",thyroid,Percutaneous Approach
0G5G3ZZ,"Destruction of Left Thyroid Gland Lobe, Percutaneous Approach",thyroid,Percutaneous Approach
0G5G4Z3,"Destruction of Left Thyroid Gland Lobe using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0G5G4ZZ,"Destruction of Left Thyroid Gland Lobe, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0G5H0Z3,"Destruction of Right Thyroid Gland Lobe using Laser Interstitial Thermal Therapy, Open Approach",thyroid,Open Approach
0G5H0ZZ,"Destruction of Right Thyroid Gland Lobe, Open Approach",thyroid,Open Approach
0G5H3Z3,"Destruction of Right Thyroid Gland Lobe using Laser Interstitial Thermal Therapy, Percutaneous Approach",thyroid,Percutaneous Approach
0G5H3ZZ,"Destruction of Right Thyroid Gland Lobe, Percutaneous Approach",thyroid,Percutaneous Approach
0G5H4Z3,"Destruction of Right Thyroid Gland Lobe using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0G5H4ZZ,"Destruction of Right Thyroid Gland Lobe, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0G5K0Z3,"Destruction of Thyroid Gland using Laser Interstitial Thermal Therapy, Open Approach",thyroid,Open Approach
0G5K0ZZ,"Destruction of Thyroid Gland, Open Approach",thyroid,Open Approach
0G5K3Z3,"Destruction of Thyroid Gland using Laser Interstitial Thermal Therapy, Percutaneous Approach",thyroid,Percutaneous Approach
0G5K3ZZ,"Destruction of Thyroid Gland, Percutaneous Approach",thyroid,Percutaneous Approach
0G5K4Z3,"Destruction of Thyroid Gland using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0G5K4ZZ,"Destruction of Thyroid Gland, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0GBG0ZZ,"Excision of Left Thyroid Gland Lobe, Open Approach",thyroid,Open Approach
0GBG3ZZ,"Excision of Left Thyroid Gland Lobe, Percutaneous Approach",thyroid,Percutaneous Approach
0GBG4ZZ,"Excision of Left Thyroid Gland Lobe, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0GBH0ZZ,"Excision of Right Thyroid Gland Lobe, Open Approach",thyroid,Open Approach
0GBH3ZZ,"Excision of Right Thyroid Gland Lobe, Percutaneous Approach",thyroid,Percutaneous Approach
0GBH4ZZ,"Excision of Right Thyroid Gland Lobe, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0GBJ0ZZ,"Excision of Thyroid Gland Isthmus, Open Approach",thyroid,Open Approach
0GBJ3ZZ,"Excision of Thyroid Gland Isthmus, Percutaneous Approach",thyroid,Percutaneous Approach
0GBJ4ZZ,"Excision of Thyroid Gland Isthmus, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0GCK0ZZ,"Extirpation of Matter from Thyroid Gland, Open Approach",thyroid,Open Approach
0GCK4ZZ,"Extirpation of Matter from Thyroid Gland, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0GMG0ZZ,"Reattachment of Left Thyroid Gland Lobe, Open Approach",thyroid,Open Approach
0GMG4ZZ,"Reattachment of Left Thyroid Gland Lobe, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0GMH0ZZ,"Reattachment of Right Thyroid Gland Lobe, Open Approach",thyroid,Open Approach
0GMH4ZZ,"Reattachment of Right Thyroid Gland Lobe, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0GSG0ZZ,"Reposition Left Thyroid Gland Lobe, Open Approach",thyroid,Open Approach
0GSG4ZZ,"Reposition Left Thyroid Gland Lobe, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0GSH0ZZ,"Reposition Right Thyroid Gland Lobe, Open Approach",thyroid,Open Approach
0GSH4ZZ,"Reposition Right Thyroid Gland Lobe, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0GTG0ZZ,"Resection of Left Thyroid Gland Lobe, Open Approach",thyroid,Open Approach
0GTG4ZZ,"Resection of Left Thyroid Gland Lobe, Percutaneous Endoscopic Approach",thyroid,Percutaneous Endoscopic Approach
0GTH0ZZ,"Resection of Right Thyroid Gland Lobe, Open Approach",thyroid,Open Approach
